color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
60#151#139,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(50.0, 122.0)","(0, 0)",0,0,2,-0.0,670.0,1679.0,1318.0,224.0,670.5,1679.5,13094465,1
60#77#26,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.0, -122.0)","(0, 0)",0,0,2,-0.0,669.5,1429.0,1318.0,224.0,670.0,1429.5,13094465,0
146#20#124,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(50.0, 122.0)","(0, 0)",0,0,2,-0.0,669.5,1197.0,1318.0,224.0,670.0,1197.5,13094465,1
82#38#101,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.0, -122.0)","(0, 0)",0,0,2,-0.0,669.5,946.0,1318.0,224.0,670.0,946.5,13094465,0
118#95#68,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(50.0, 122.0)","(0, 0)",0,0,2,-0.0,669.5,714.0,1318.0,224.0,670.0,714.5,13094465,1
146#8#109,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.0, -122.0)","(0, 0)",0,0,2,-0.0,669.5,463.0,1318.0,224.0,670.0,463.5,13094465,0
121#68#135,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(50.0, 122.0)","(0, 0)",0,0,2,-0.0,2008.0,1679.0,1318.0,224.0,2008.5,1679.5,13094465,1
66#74#47,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.0, -122.0)","(0, 0)",0,0,2,-0.0,2007.5,1429.0,1318.0,224.0,2008.0,1429.5,13094465,0
53#2#133,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(50.0, 122.0)","(0, 0)",0,0,2,-0.0,2007.5,1197.0,1318.0,224.0,2008.0,1197.5,13094465,1
92#120#123,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.0, -122.0)","(0, 0)",0,0,2,-0.0,2007.5,946.0,1318.0,224.0,2008.0,946.5,13094465,0
46#31#114,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(50.0, 122.0)","(0, 0)",0,0,2,-0.0,2007.5,714.0,1318.0,224.0,2008.0,714.5,13094465,1
11#133#30,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.0, -122.0)","(0, 0)",0,0,2,-0.0,2007.5,463.0,1318.0,224.0,2008.0,463.5,13094465,0
65#91#135,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,664.9998779296875,1550.9998779296875,1046.999755859375,199.99996948242188,665.5,1551.5,13529529,0
58#94#96,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,664.9998779296875,1068.0,1046.999755859375,199.99996948242188,665.5,1068.5,13529529,0
115#143#119,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,664.9998779296875,585.0,1046.999755859375,199.99996948242188,665.5,585.5,13529529,0
27#134#63,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,2002.999755859375,1550.9998779296875,1046.999755859375,199.99996948242188,2003.5,1551.5,13529529,0
133#106#77,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,2002.999755859375,1068.0,1046.999755859375,199.99996948242188,2003.5,1068.5,13529529,0
38#66#25,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,2002.999755859375,585.0,1046.999755859375,199.99996948242188,2003.5,585.5,13529529,0
69#106#124,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,533.9998779296875,167.99996948242188,1046.999755859375,199.99996948242188,534.5,168.5,13529529,0
19#102#10,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,1599.999755859375,165.99996948242188,1046.999755859375,199.99996948242188,1600.5,166.5,13529529,0
90#16#110,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,2665.99951171875,109.99998474121094,1046.999755859375,199.99996948242188,2666.5,110.5,13529529,0
140#80#33,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,3732.0,109.99998474121094,1046.999755859375,199.99996948242188,3732.5,110.5,13529529,0
17#88#105,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(0.5001220703125, 88.00006103515625)","(0, 0)",0,0,2,-0.0,4797.99951171875,109.99998474121094,1046.999755859375,199.99996948242188,4798.5,110.5,13529529,0
127#68#93,0,0,191,31,0,0,0,0,0,0,0,0,0,0,0,0,"(-0.5001220703125, -88.00006103515625)","(0, 0)",0,0,2,90.0,5642.0,1261.0,1046.999755859375,199.99996948242188,5642.5,1261.5,13529529,1
