color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
90#16#110,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-0.4998779296875, 72.0)","(0, 0)",0,0,2,-0.0,3334.00048828125,1690.000015258789,1046.999755859375,199.99996948242188,3333.5,1689.5,13529529,0
140#80#33,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-0.4998779296875, 72.0)","(0, 0)",0,0,2,-0.0,2268.0,1690.000015258789,1046.999755859375,199.99996948242188,2267.5,1689.5,13529529,0
17#88#105,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-0.4998779296875, 72.0)","(0, 0)",0,0,2,-0.0,1202.00048828125,1690.000015258789,1046.999755859375,199.99996948242188,1201.5,1689.5,13529529,0
127#68#93,0,0,191,31,0,0,0,0,0,0,0,0,0,0,0,0,"(0.4998779296875, -72.0)","(0, 0)",0,0,2,90.0,358.0,539.0,1046.999755859375,199.99996948242188,357.5,538.5,13529529,1
42#107#107,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3781844675540924,951.8427734375,1430.9465942382812,954.9282836914062,278.55514526367193,952.0,1432.0,11519035,0
74#21#4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3781844675540924,951.84912109375,1062.9135131835938,954.9282836914062,278.55514526367193,952.0,1064.0,11519035,0
96#3#54,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3781844675540924,951.845703125,694.3902587890625,954.9282836914062,278.55514526367193,952.0,695.5,11519035,0
122#70#73,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3781844675540924,951.84912109375,325.9134521484375,954.9282836914062,278.55514526367193,952.0,327.0,11519035,0
140#19#88,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3777688443660736,1894.84326171875,1430.9515991210938,954.9282836914062,278.55514526367193,1895.0,1432.0,11519035,0
3#120#28,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3777688443660736,1894.849609375,1062.9185791015625,954.9282836914062,278.55514526367193,1895.0,1064.0,11519035,0
146#42#59,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3777688443660736,1894.84619140625,694.39208984375,954.9282836914062,278.55514526367193,1895.0,695.5,11519035,0
140#85#33,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3777688443660736,1894.849609375,325.91845703125,954.9282836914062,278.55514526367193,1895.0,327.0,11519035,0
155#23#131,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3781844675540924,2838.343017578125,1430.9498901367188,954.9282836914062,278.55514526367193,2838.5,1432.0,11519035,0
53#66#98,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3781844675540924,2838.34912109375,1062.9168701171875,954.9282836914062,278.55514526367193,2838.5,1064.0,11519035,0
97#85#59,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3781844675540924,2838.345703125,694.3936767578125,954.9282836914062,278.55514526367193,2838.5,695.5,11519035,0
9#73#36,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.11083984375, 53.75946044921875)","(0, 0)",0,0,2,-0.3781844675540924,2838.34912109375,325.9168701171875,954.9282836914062,278.55514526367193,2838.5,327.0,11519035,0
35#62#6,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.545075416564941,918.0498046875,1259.1710815429688,954.0826416015624,279.45266723632807,934.0,1294.0,11519040,0
98#149#46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.483014106750488,918.15380859375,890.6434936523438,954.0826416015624,279.45266723632807,934.0,925.0,11519040,0
51#52#110,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.545075416564941,918.0625,522.2484130859375,954.0826416015624,279.45266723632807,934.0,557.0,11519040,0
28#33#139,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.483013153076172,918.0859375,153.7373046875,954.0826416015624,279.45266723632807,934.0,188.5,11519040,0
138#74#7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.545075416564941,1861.0498046875,1259.1709594726562,954.0826416015624,279.45266723632807,1877.0,1294.0,11519040,0
19#54#37,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.483014106750488,1861.16796875,890.7246704101562,954.0826416015624,279.45266723632807,1877.0,925.0,11519040,0
135#91#149,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.545075416564941,1861.0625,522.2484130859375,954.0826416015624,279.45266723632807,1877.0,557.0,11519040,0
84#14#5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.483013153076172,1861.10009765625,153.818603515625,954.0826416015624,279.45266723632807,1877.0,188.5,11519040,0
107#109#26,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.545075416564941,2805.050048828125,1259.1708374023438,954.0826416015624,279.45266723632807,2821.0,1294.0,11519040,0
117#148#134,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.483014106750488,2805.154052734375,890.6434936523438,954.0826416015624,279.45266723632807,2821.0,925.0,11519040,0
28#6#70,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.545075416564941,2805.06298828125,522.2484130859375,954.0826416015624,279.45266723632807,2821.0,557.0,11519040,0
104#133#138,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 53.2471923828125)","(0, 0)",0,0,2,-9.483013153076172,2805.086181640625,153.7373046875,954.0826416015624,279.45266723632807,2821.0,188.5,11519040,0
