color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
60#151#139,255,255,189,63,32,14,0,0,247,255,76,222,31,15,0,0,"(-568.5, 346.0)","(1504.5, 248.0)",0,0,3,-0.0,3387.0,1654.0,4743.0,1272.0,3387.5,1654.5,14196838,1
60#77#26,158,204,255,251,227,15,0,0,127,239,255,255,17,0,0,0,"(-1504.5, -248.0)","(568.5, -346.0)",0,0,3,-0.0,2885.0,1594.0,4743.0,1272.0,2885.5,1594.5,14196838,0
65#91#135,158,204,255,251,227,15,0,0,127,239,255,255,17,0,0,0,"(-1504.5, -248.0)","(568.5, -346.0)",0,0,3,-0.0,2382.0,759.0,4743.0,1272.0,2382.5,759.5,14196838,0
146#20#124,255,255,255,59,0,0,0,0,0,0,0,0,0,0,0,0,"(9.5, 17.0)","(0, 0)",0,0,2,1.0349884033203125,6250.7138671875,468.82855224609375,3079.0,308.0,6250.0,458.0,11227863,0
82#38#101,247,255,255,63,0,0,0,0,0,0,0,0,0,0,0,0,"(-9.5, -17.0)","(0, 0)",0,0,2,1.0360870361328125,6249.2861328125,228.1333770751953,3079.0,308.0,6251.0,240.0,11227863,1
58#94#96,255,255,251,63,0,0,0,0,0,0,0,0,0,0,0,0,"(3.5, 17.0)","(0, 0)",0,0,2,-1.0360873937606812,3993.30419921875,783.8662719726562,3079.0,308.0,3995.0,773.0,11227863,3
118#95#68,248,7,252,3,0,0,0,0,0,0,0,0,0,0,0,0,"(-361.9998779296875, 1.0)","(0, 0)",0,0,2,1.9749298095703125,6705.37158203125,2113.23681640625,1861.999755859375,401.99993896484375,6705.0,2086.5,11227903,0
146#8#109,240,15,248,7,0,0,0,0,0,0,0,0,0,0,0,0,"(361.9998779296875, -1.0)","(0, 0)",0,0,2,2.0333251953125,6703.7939453125,1776.634765625,1861.999755859375,401.99993896484375,6705.0,1805.0,11227903,1
115#143#119,248,7,252,3,0,0,0,0,0,0,0,0,0,0,0,0,"(-361.9998779296875, 1.0)","(0, 0)",0,0,2,1.9749298095703125,6705.388671875,1435.7373046875,1861.999755859375,401.99993896484375,6705.0,1409.0,11227903,0
121#68#135,230,31,241,15,0,0,0,0,0,0,0,0,0,0,0,0,"(43.5, 0.0)","(0, 0)",0,0,2,-0.0,6277.0,1014.0,1015.0,254.0,6277.5,1014.5,14486715,0
66#74#47,230,31,241,15,0,0,0,0,0,0,0,0,0,0,0,0,"(43.5, 0.0)","(0, 0)",0,0,2,-0.0,6277.0,747.0,1015.0,254.0,6277.5,747.5,14486715,0
27#134#63,230,31,241,15,0,0,0,0,0,0,0,0,0,0,0,0,"(43.5, 0.0)","(0, 0)",0,0,2,-0.0,7311.0,767.0,1015.0,254.0,7311.5,767.5,14486715,0
