,part_class,size_length,size_width,plate_thickness,plate_length,plate_widtn
107#132#144,13606616,335,170,12,6000,1800
126#144#90,13606616,335,170,12,6000,1800
139#46#31,13606616,335,170,12,6000,1800
136#131#138,13606616,335,170,12,6000,1800
94#80#101,13606616,335,170,12,6000,1800
49#109#95,13606616,335,170,12,6000,1800
91#147#11,13606616,335,170,12,6000,1800
103#97#51,13606616,335,170,12,6000,1800
37#117#116,13606616,335,170,12,6000,1800
148#49#138,13606616,335,170,12,6000,1800
37#91#43,13606616,335,170,12,6000,1800
116#55#19,13606616,335,170,12,6000,1800
5#50#58,13606616,335,170,12,6000,1800
151#89#148,13606616,335,170,12,6000,1800
122#4#142,13606616,335,170,12,6000,1800
63#148#108,13606616,335,170,12,6000,1800
33#21#98,13606616,335,170,12,6000,1800
71#58#117,13606616,335,170,12,6000,1800
99#153#63,13606616,335,170,12,6000,1800
54#80#126,13606616,335,170,12,6000,1800
123#148#76,13606616,335,170,12,6000,1800
7#70#4,13606616,335,170,12,6000,1800
61#144#25,13606616,335,170,12,6000,1800
72#50#29,13606616,335,170,12,6000,1800
153#139#76,13606616,335,170,12,6000,1800
61#46#42,13606616,335,170,12,6000,1800
46#79#25,13606616,335,170,12,6000,1800
73#46#137,13606616,335,170,12,6000,1800
131#63#48,13606616,335,170,12,6000,1800
22#55#149,13606616,335,170,12,6000,1800
130#54#152,13606616,335,170,12,6000,1800
13#68#22,13606616,335,170,12,6000,1800
71#140#1,13606616,335,170,12,6000,1800
62#56#153,13606616,335,170,12,6000,1800
146#15#147,13606616,335,170,12,6000,1800
11#148#144,13606616,335,170,12,6000,1800
60#103#130,13606616,335,170,12,6000,1800
150#133#69,13606616,335,170,12,6000,1800
133#108#69,13606616,335,170,12,6000,1800
80#95#130,13606616,335,170,12,6000,1800
105#39#104,13606616,335,170,12,6000,1800
0#137#155,13606616,335,170,12,6000,1800
24#7#68,13606616,335,170,12,6000,1800
132#7#148,13606616,335,170,12,6000,1800
126#90#123,14364531,610,148,12,6000,1800
123#133#50,14364531,610,148,12,6000,1800
95#149#70,14364531,610,148,12,6000,1800
147#109#135,HBC004677872,204,355,12,6000,1800
18#46#104,TPJ006492074,238,205,12,6000,1800
49#97#115,TPJ006492074,238,205,12,6000,1800
