color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
46#31#114,0,128,255,63,0,0,0,0,0,0,0,0,0,0,0,0,"(-339.5, -80.0)","(0, 0)",0,0,2,-0.0,2972.0,82.0,2489.0,136.0,2971.5,81.5,HBC004677857,0
11#133#30,0,128,255,63,0,0,0,0,0,0,0,0,0,0,0,0,"(-339.5, -80.0)","(0, 0)",0,0,2,-0.0,2972.0,231.0,2489.0,136.0,2971.5,230.5,HBC004677857,0
38#66#25,0,128,255,63,0,0,0,0,0,0,0,0,0,0,0,0,"(-339.5, -80.0)","(0, 0)",0,0,2,-0.0,2972.0,380.0,2489.0,136.0,2971.5,379.5,HBC004677899,0
42#107#107,0,128,255,63,0,0,0,0,0,0,0,0,0,0,0,0,"(-339.5, -80.0)","(0, 0)",0,0,2,-0.0,2972.0,529.0,2489.0,136.0,2971.5,528.5,HBC004677899,0
35#62#6,255,255,255,63,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, 0.5)","(0, 0)",0,0,2,-0.0,3582.5,777.5,1268.0,335.0,3582.0,777.0,13322983,0
74#21#4,255,255,255,63,0,0,0,0,0,0,0,0,0,0,0,0,"(0.0, -0.5)","(0, 0)",0,0,2,-0.0,3578.5,1122.5,1276.0,337.0,3578.0,1122.0,13327066,0
98#149#46,236,31,254,3,0,0,0,0,0,0,0,0,0,0,0,0,"(-18.5, -5.5)","(0, 0)",0,0,2,-0.0,2479.0,738.5,901.0,257.0,2478.5,738.0,12727743,0
