color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
60#151#139,135,155,127,39,0,0,0,0,0,0,0,0,0,0,0,0,"(158.5, 14.5)","(0, 0)",0,0,2,0.4315948486328125,1462.9898681640625,2136.703369140625,2908.0,279.0,1464.0,2141.0,14486931,0
60#77#26,185,127,118,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-158.5, -14.5)","(0, 0)",0,0,2,0.4315948486328125,1464.0098876953125,1888.2967529296875,2908.0,279.0,1464.0,1885.0,14486931,1
65#91#135,135,155,127,39,0,0,0,0,0,0,0,0,0,0,0,0,"(158.5, 14.5)","(0, 0)",0,0,2,0.4315948486328125,1462.9898681640625,1607.7032470703125,2908.0,279.0,1464.0,1612.0,14486931,0
146#20#124,185,127,118,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-158.5, -14.5)","(0, 0)",0,0,2,0.4315948486328125,1464.0098876953125,1359.2967529296875,2908.0,279.0,1464.0,1356.0,14486931,1
82#38#101,135,155,127,39,0,0,0,0,0,0,0,0,0,0,0,0,"(158.5, 14.5)","(0, 0)",0,0,2,0.4315948486328125,1462.9898681640625,1078.7032470703125,2908.0,279.0,1464.0,1083.0,14486931,0
58#94#96,185,127,118,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-158.5, -14.5)","(0, 0)",0,0,2,0.4315948486328125,1464.0098876953125,830.296630859375,2908.0,279.0,1464.0,827.0,14486931,1
118#95#68,135,155,127,39,0,0,0,0,0,0,0,0,0,0,0,0,"(158.5, 14.5)","(0, 0)",0,0,2,0.4315948486328125,4388.482421875,1607.703369140625,2908.0,279.0,4389.5,1612.0,14486931,0
146#8#109,185,127,118,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-158.5, -14.5)","(0, 0)",0,0,2,0.4315948486328125,4390.009765625,1359.296630859375,2908.0,279.0,4390.0,1356.0,14486931,1
115#143#119,135,155,127,39,0,0,0,0,0,0,0,0,0,0,0,0,"(158.5, 14.5)","(0, 0)",0,0,2,0.4315948486328125,4388.482421875,2136.703125,2908.0,279.0,4389.5,2141.0,14486931,0
121#68#135,185,127,118,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-158.5, -14.5)","(0, 0)",0,0,2,0.4315948486328125,4390.009765625,1888.296630859375,2908.0,279.0,4390.0,1885.0,14486931,1
