,part_class,size_length,size_width,plate_thickness,plate_length,plate_widtn
7#70#4,14296142,137,176,20,6000,2200
72#50#29,14296142,137,176,20,6000,2200
61#46#42,14296142,137,176,20,6000,2200
73#46#137,14296142,137,176,20,6000,2200
22#55#149,14296142,137,176,20,6000,2200
13#68#22,14296142,137,176,20,6000,2200
62#56#153,14296142,137,176,20,6000,2200
11#148#144,14296142,137,176,20,6000,2200
150#133#69,14296142,137,176,20,6000,2200
80#95#130,14296142,137,176,20,6000,2200
126#90#123,14296142,137,176,20,6000,2200
95#149#70,14296142,137,176,20,6000,2200
18#46#104,14296142,137,176,20,6000,2200
0#137#155,14296142,137,176,20,6000,2200
132#7#148,14296142,137,176,20,6000,2200
47#11#4,14296142,137,176,20,6000,2200
108#133#0,14296142,137,176,20,6000,2200
154#38#100,14296142,137,176,20,6000,2200
18#25#64,14296142,137,176,20,6000,2200
104#52#90,14296142,137,176,20,6000,2200
125#19#9,14296142,137,176,20,6000,2200
148#128#138,14296142,137,176,20,6000,2200
125#57#41,14296142,137,176,20,6000,2200
100#43#114,14296142,137,176,20,6000,2200
132#52#140,14296142,137,176,20,6000,2200
138#117#149,14296142,137,176,20,6000,2200
4#15#110,14296142,137,176,20,6000,2200
58#22#84,14296142,137,176,20,6000,2200
65#133#44,14296142,137,176,20,6000,2200
143#99#105,14296142,137,176,20,6000,2200
82#124#130,14296142,137,176,20,6000,2200
113#60#13,14296142,137,176,20,6000,2200
55#127#107,14296142,137,176,20,6000,2200
50#31#16,14296142,137,176,20,6000,2200
148#26#14,14296142,137,176,20,6000,2200
27#23#0,14296142,137,176,20,6000,2200
28#38#39,14296142,137,176,20,6000,2200
89#121#151,14296142,137,176,20,6000,2200
123#70#36,14296142,137,176,20,6000,2200
135#141#131,14296142,137,176,20,6000,2200
143#118#44,14296142,137,176,20,6000,2200
152#101#10,14296142,137,176,20,6000,2200
138#3#33,14296142,137,176,20,6000,2200
88#100#70,14296142,137,176,20,6000,2200
17#83#107,14296142,137,176,20,6000,2200
23#10#125,14296142,137,176,20,6000,2200
111#123#25,14296142,137,176,20,6000,2200
129#155#56,14296142,137,176,20,6000,2200
142#5#43,14296142,137,176,20,6000,2200
144#91#61,14296142,137,176,20,6000,2200
38#104#56,14296142,137,176,20,6000,2200
11#84#25,14296142,137,176,20,6000,2200
73#60#47,14296142,137,176,20,6000,2200
87#135#10,14296142,137,176,20,6000,2200
60#77#26,14296152,137,176,20,6000,2200
146#20#124,14296152,137,176,20,6000,2200
58#94#96,14296152,137,176,20,6000,2200
146#8#109,14296152,137,176,20,6000,2200
121#68#135,14296152,137,176,20,6000,2200
27#134#63,14296152,137,176,20,6000,2200
92#120#123,14296152,137,176,20,6000,2200
46#31#114,14296152,137,176,20,6000,2200
38#66#25,14296152,137,176,20,6000,2200
35#62#6,14296152,137,176,20,6000,2200
98#149#46,14296152,137,176,20,6000,2200
51#52#110,14296152,137,176,20,6000,2200
28#33#139,14296152,137,176,20,6000,2200
138#74#7,14296152,137,176,20,6000,2200
19#54#37,14296152,137,176,20,6000,2200
135#91#149,14296152,137,176,20,6000,2200
84#14#5,14296152,137,176,20,6000,2200
107#109#26,14296152,137,176,20,6000,2200
117#148#134,14296152,137,176,20,6000,2200
28#6#70,14296152,137,176,20,6000,2200
104#133#138,14296152,137,176,20,6000,2200
19#102#10,14296152,137,176,20,6000,2200
140#80#33,14296152,137,176,20,6000,2200
127#68#93,14296152,137,176,20,6000,2200
68#13#131,14296152,137,176,20,6000,2200
35#112#142,14296152,137,176,20,6000,2200
143#2#121,14296152,137,176,20,6000,2200
148#50#52,14296152,137,176,20,6000,2200
78#72#147,14296152,137,176,20,6000,2200
147#44#16,14296152,137,176,20,6000,2200
121#31#103,14296152,137,176,20,6000,2200
18#79#111,14296152,137,176,20,6000,2200
119#128#28,14296152,137,176,20,6000,2200
30#75#117,14296152,137,176,20,6000,2200
18#152#47,14296152,137,176,20,6000,2200
131#29#81,14296152,137,176,20,6000,2200
94#118#99,14296152,137,176,20,6000,2200
48#24#76,14296152,137,176,20,6000,2200
69#100#138,14296152,137,176,20,6000,2200
37#125#129,14296152,137,176,20,6000,2200
72#9#125,14296152,137,176,20,6000,2200
7#142#81,14296152,137,176,20,6000,2200
101#48#85,14296152,137,176,20,6000,2200
52#23#123,14296152,137,176,20,6000,2200
107#132#144,14296152,137,176,20,6000,2200
139#46#31,14296152,137,176,20,6000,2200
94#80#101,14296152,137,176,20,6000,2200
91#147#11,14296152,137,176,20,6000,2200
37#117#116,14296152,137,176,20,6000,2200
37#91#43,14296152,137,176,20,6000,2200
5#50#58,14296152,137,176,20,6000,2200
122#4#142,14296152,137,176,20,6000,2200
33#21#98,14296152,137,176,20,6000,2200
99#153#63,14296152,137,176,20,6000,2200
123#148#76,14296152,137,176,20,6000,2200
61#144#25,14296152,137,176,20,6000,2200
153#139#76,14296152,137,176,20,6000,2200
46#79#25,14296152,137,176,20,6000,2200
131#63#48,14296152,137,176,20,6000,2200
130#54#152,14296152,137,176,20,6000,2200
71#140#1,14296152,137,176,20,6000,2200
146#15#147,14296152,137,176,20,6000,2200
60#103#130,14296152,137,176,20,6000,2200
133#108#69,14296152,137,176,20,6000,2200
105#39#104,14296152,137,176,20,6000,2200
123#133#50,14296152,137,176,20,6000,2200
147#109#135,14296152,137,176,20,6000,2200
49#97#115,14296152,137,176,20,6000,2200
24#7#68,14296152,137,176,20,6000,2200
149#124#42,14296152,137,176,20,6000,2200
114#9#116,14296152,137,176,20,6000,2200
34#35#84,14296152,137,176,20,6000,2200
103#9#103,14296152,137,176,20,6000,2200
83#102#48,14296152,137,176,20,6000,2200
100#37#97,14296152,137,176,20,6000,2200
52#96#124,14296152,137,176,20,6000,2200
124#106#63,14296152,137,176,20,6000,2200
56#26#15,14296152,137,176,20,6000,2200
31#129#87,14296152,137,176,20,6000,2200
13#52#128,14296152,137,176,20,6000,2200
24#77#65,14296152,137,176,20,6000,2200
45#154#104,14296152,137,176,20,6000,2200
29#132#94,14296152,137,176,20,6000,2200
88#150#81,14296152,137,176,20,6000,2200
90#49#54,14296152,137,176,20,6000,2200
1#113#6,14296152,137,176,20,6000,2200
7#14#57,14296152,137,176,20,6000,2200
28#142#119,14296152,137,176,20,6000,2200
36#20#2,14296152,137,176,20,6000,2200
115#90#59,14296152,137,176,20,6000,2200
70#1#61,14296152,137,176,20,6000,2200
87#106#140,14296152,137,176,20,6000,2200
56#67#0,14296152,137,176,20,6000,2200
19#43#85,14296152,137,176,20,6000,2200
95#76#22,14296152,137,176,20,6000,2200
154#17#148,14296152,137,176,20,6000,2200
129#7#53,14296152,137,176,20,6000,2200
13#146#123,14296152,137,176,20,6000,2200
11#52#7,14296152,137,176,20,6000,2200
98#120#104,14296152,137,176,20,6000,2200
101#21#149,14296152,137,176,20,6000,2200
2#20#78,14296152,137,176,20,6000,2200
71#134#50,14296152,137,176,20,6000,2200
98#1#103,14296152,137,176,20,6000,2200
101#155#10,14296152,137,176,20,6000,2200
132#90#106,14296152,137,176,20,6000,2200
53#47#123,14296152,137,176,20,6000,2200
76#47#27,14296152,137,176,20,6000,2200
59#63#116,14296152,137,176,20,6000,2200
62#108#23,13317635,135,140,20,6000,2200
85#91#112,13317635,135,140,20,6000,2200
61#45#155,13317635,135,140,20,6000,2200
102#94#20,13317635,135,140,20,6000,2200
135#35#57,13317635,135,140,20,6000,2200
5#32#97,13317635,135,140,20,6000,2200
44#134#59,13317635,135,140,20,6000,2200
88#131#9,13317635,135,140,20,6000,2200
126#43#60,13317635,135,140,20,6000,2200
30#49#38,13317635,135,140,20,6000,2200
136#26#90,13317635,135,140,20,6000,2200
134#80#108,13317635,135,140,20,6000,2200
32#73#120,13317635,135,140,20,6000,2200
117#86#5,13317635,135,140,20,6000,2200
69#149#154,13317635,135,140,20,6000,2200
113#97#147,13317635,135,140,20,6000,2200
137#136#97,13317635,135,140,20,6000,2200
14#83#149,13317635,135,140,20,6000,2200
81#105#25,13317635,135,140,20,6000,2200
10#140#23,13317635,135,140,20,6000,2200
110#7#44,13317635,135,140,20,6000,2200
109#86#154,13317635,135,140,20,6000,2200
100#122#80,13317635,135,140,20,6000,2200
50#5#113,13317635,135,140,20,6000,2200
10#6#16,13317635,135,140,20,6000,2200
123#91#86,13317635,135,140,20,6000,2200
49#151#61,13317635,135,140,20,6000,2200
31#146#95,13317635,135,140,20,6000,2200
22#47#55,13317635,135,140,20,6000,2200
105#90#13,13317635,135,140,20,6000,2200
5#78#64,13317635,135,140,20,6000,2200
5#34#135,13317635,135,140,20,6000,2200
148#72#99,13317635,135,140,20,6000,2200
142#6#80,13317635,135,140,20,6000,2200
69#47#21,13317635,135,140,20,6000,2200
121#128#23,13317635,135,140,20,6000,2200
122#120#29,13317635,135,140,20,6000,2200
72#120#81,13317635,135,140,20,6000,2200
134#94#103,13317635,135,140,20,6000,2200
93#151#48,13317635,135,140,20,6000,2200
102#126#138,13317635,135,140,20,6000,2200
8#61#49,13317635,135,140,20,6000,2200
46#147#145,13317635,135,140,20,6000,2200
130#76#75,13317635,135,140,20,6000,2200
16#76#0,13317635,135,140,20,6000,2200
27#60#72,13317636,135,140,20,6000,2200
16#48#118,13317636,135,140,20,6000,2200
123#8#140,13317636,135,140,20,6000,2200
56#146#57,13317636,135,140,20,6000,2200
41#77#137,13317636,135,140,20,6000,2200
71#31#59,13317636,135,140,20,6000,2200
87#67#14,13317636,135,140,20,6000,2200
94#126#90,13317636,135,140,20,6000,2200
95#23#111,13317636,135,140,20,6000,2200
15#9#80,13317636,135,140,20,6000,2200
85#7#127,13317636,135,140,20,6000,2200
104#98#148,13317636,135,140,20,6000,2200
15#132#99,13317636,135,140,20,6000,2200
106#122#51,13317636,135,140,20,6000,2200
99#102#40,13317636,135,140,20,6000,2200
4#74#138,13317636,135,140,20,6000,2200
95#128#64,13317636,135,140,20,6000,2200
125#79#110,13317636,135,140,20,6000,2200
18#39#136,13317636,135,140,20,6000,2200
53#18#104,13317636,135,140,20,6000,2200
80#136#104,13317636,135,140,20,6000,2200
74#139#49,13317636,135,140,20,6000,2200
17#138#25,13317636,135,140,20,6000,2200
136#143#81,13317636,135,140,20,6000,2200
45#91#20,13317636,135,140,20,6000,2200
122#91#16,13317636,135,140,20,6000,2200
36#117#94,13317636,135,140,20,6000,2200
95#17#50,13317636,135,140,20,6000,2200
75#127#71,13317636,135,140,20,6000,2200
79#114#21,13317636,135,140,20,6000,2200
10#122#96,13317636,135,140,20,6000,2200
8#71#94,13317636,135,140,20,6000,2200
125#18#81,13317636,135,140,20,6000,2200
72#126#122,13317636,135,140,20,6000,2200
138#86#125,13317636,135,140,20,6000,2200
37#74#38,13317636,135,140,20,6000,2200
45#8#123,13317636,135,140,20,6000,2200
18#64#95,13317636,135,140,20,6000,2200
52#141#135,13317636,135,140,20,6000,2200
153#91#88,13317636,135,140,20,6000,2200
142#137#141,13317636,135,140,20,6000,2200
34#53#109,13317636,135,140,20,6000,2200
110#134#48,13317636,135,140,20,6000,2200
47#37#102,13317636,135,140,20,6000,2200
141#17#48,13317636,135,140,20,6000,2200
67#65#18,11230858,238,235,20,6000,2200
37#97#8,11230858,238,235,20,6000,2200
144#41#109,11230858,238,235,20,6000,2200
108#89#155,11230858,238,235,20,6000,2200
86#63#71,11230858,238,235,20,6000,2200
64#1#128,11230858,238,235,20,6000,2200
152#20#10,11230858,238,235,20,6000,2200
82#90#28,11230858,238,235,20,6000,2200
32#33#72,11230858,238,235,20,6000,2200
6#93#69,11230858,238,235,20,6000,2200
65#126#125,11230858,238,235,20,6000,2200
98#74#1,11230858,238,235,20,6000,2200
82#41#138,11230858,238,235,20,6000,2200
143#118#35,11230858,238,235,20,6000,2200
107#22#43,11230858,238,235,20,6000,2200
50#116#28,A820101356138,40,40,20,6000,2200
104#105#85,A820101356138,40,40,20,6000,2200
6#3#81,A820101356138,40,40,20,6000,2200
118#5#98,A820101356138,40,40,20,6000,2200
12#116#102,A820101356138,40,40,20,6000,2200
45#10#137,A820101356138,40,40,20,6000,2200
114#130#22,A820101356138,40,40,20,6000,2200
70#100#32,A820101356138,40,40,20,6000,2200
107#39#16,A820101356138,40,40,20,6000,2200
28#34#78,A820101356138,40,40,20,6000,2200
151#43#120,A820101356138,40,40,20,6000,2200
140#32#144,A820101356138,40,40,20,6000,2200
26#121#79,A820101356138,40,40,20,6000,2200
15#132#113,A820101356138,40,40,20,6000,2200
128#83#119,A820101356138,40,40,20,6000,2200
121#79#130,A820101356138,40,40,20,6000,2200
18#12#102,A820101356138,40,40,20,6000,2200
82#43#63,A820101356138,40,40,20,6000,2200
63#133#135,A820101356138,40,40,20,6000,2200
142#89#90,A820101356138,40,40,20,6000,2200
63#142#97,A820101356138,40,40,20,6000,2200
37#0#115,A820101356138,40,40,20,6000,2200
1#136#49,A820101356138,40,40,20,6000,2200
51#127#133,A820101356138,40,40,20,6000,2200
28#105#71,A820101356138,40,40,20,6000,2200
36#32#115,A820101356138,40,40,20,6000,2200
102#147#24,A820101356138,40,40,20,6000,2200
149#76#145,A820101356138,40,40,20,6000,2200
30#53#149,A820101356138,40,40,20,6000,2200
48#127#40,A820101356138,40,40,20,6000,2200
96#98#26,A820101356138,40,40,20,6000,2200
72#1#42,A820101356138,40,40,20,6000,2200
143#49#155,A820101356138,40,40,20,6000,2200
89#153#120,A820101356138,40,40,20,6000,2200
81#46#54,A820101356138,40,40,20,6000,2200
104#128#109,A820101356138,40,40,20,6000,2200
92#46#102,A820101356138,40,40,20,6000,2200
147#88#82,A820101356138,40,40,20,6000,2200
72#36#16,A820101356138,40,40,20,6000,2200
24#22#96,A820101356138,40,40,20,6000,2200
54#50#22,A820101356138,40,40,20,6000,2200
40#28#97,A820101356138,40,40,20,6000,2200
10#120#65,A820101356138,40,40,20,6000,2200
47#95#16,A820101356138,40,40,20,6000,2200
61#53#100,A820101356138,40,40,20,6000,2200
23#129#103,A820101356138,40,40,20,6000,2200
59#78#62,A820101356138,40,40,20,6000,2200
33#102#102,A820101356138,40,40,20,6000,2200
134#133#93,A820101356138,40,40,20,6000,2200
43#9#137,A820101356138,40,40,20,6000,2200
0#23#127,A820101356138,40,40,20,6000,2200
72#38#73,A820101356138,40,40,20,6000,2200
17#124#30,A820101356138,40,40,20,6000,2200
8#135#124,A820101356138,40,40,20,6000,2200
122#148#13,A820101356138,40,40,20,6000,2200
93#79#61,A820101356138,40,40,20,6000,2200
31#73#151,A820101356138,40,40,20,6000,2200
79#153#106,A820101356138,40,40,20,6000,2200
30#94#62,A820101356138,40,40,20,6000,2200
8#29#30,A820101356138,40,40,20,6000,2200
103#120#74,A820101356138,40,40,20,6000,2200
61#128#24,A820101356138,40,40,20,6000,2200
33#84#144,A820101356138,40,40,20,6000,2200
122#120#147,A820101356138,40,40,20,6000,2200
98#12#136,A820101356138,40,40,20,6000,2200
16#127#101,A820101356138,40,40,20,6000,2200
94#88#93,A820101356138,40,40,20,6000,2200
90#147#106,A820101356138,40,40,20,6000,2200
116#117#155,A820101356138,40,40,20,6000,2200
95#80#43,A820101356138,40,40,20,6000,2200
12#71#66,A820101356138,40,40,20,6000,2200
30#23#101,A820101356138,40,40,20,6000,2200
78#143#64,A820101356138,40,40,20,6000,2200
127#25#109,A820101356138,40,40,20,6000,2200
22#103#0,A820101356138,40,40,20,6000,2200
11#47#117,A820101356138,40,40,20,6000,2200
112#67#142,A820101356138,40,40,20,6000,2200
132#140#122,A820101356138,40,40,20,6000,2200
73#14#27,A820101356138,40,40,20,6000,2200
119#46#20,A820101356138,40,40,20,6000,2200
65#13#135,A820101356138,40,40,20,6000,2200
152#31#5,A820101356138,40,40,20,6000,2200
69#35#7,A820101356138,40,40,20,6000,2200
74#6#8,A820101356138,40,40,20,6000,2200
149#124#16,A820101356138,40,40,20,6000,2200
50#127#19,A820101356138,40,40,20,6000,2200
92#17#133,A820101356138,40,40,20,6000,2200
49#132#124,A820101356138,40,40,20,6000,2200
97#123#101,A820101356138,40,40,20,6000,2200
135#72#25,A820101356138,40,40,20,6000,2200
53#142#147,A820101356138,40,40,20,6000,2200
103#84#79,A820101356138,40,40,20,6000,2200
31#21#77,A820101356138,40,40,20,6000,2200
45#102#39,A820101356138,40,40,20,6000,2200
93#113#115,A820101356138,40,40,20,6000,2200
32#5#68,A820101356138,40,40,20,6000,2200
79#73#3,A820101356138,40,40,20,6000,2200
141#108#63,A820101356138,40,40,20,6000,2200
122#138#55,A820101356138,40,40,20,6000,2200
105#134#3,A820101356138,40,40,20,6000,2200
71#63#30,A820101356138,40,40,20,6000,2200
48#53#48,A820101356138,40,40,20,6000,2200
24#126#37,A820101356138,40,40,20,6000,2200
10#151#32,A820101356138,40,40,20,6000,2200
87#95#78,A820101356138,40,40,20,6000,2200
60#102#136,A820101356138,40,40,20,6000,2200
77#150#137,A820101356138,40,40,20,6000,2200
6#97#144,A820101356138,40,40,20,6000,2200
115#119#111,A820101356138,40,40,20,6000,2200
46#87#141,A820101356138,40,40,20,6000,2200
18#155#135,A820101356138,40,40,20,6000,2200
38#102#4,A820101356138,40,40,20,6000,2200
76#123#4,A820101356138,40,40,20,6000,2200
80#17#144,A820101356138,40,40,20,6000,2200
151#19#98,A820101356138,40,40,20,6000,2200
52#120#141,A820101356138,40,40,20,6000,2200
69#42#140,A820101356138,40,40,20,6000,2200
49#56#15,A820101356138,40,40,20,6000,2200
13#31#74,A820101356138,40,40,20,6000,2200
64#122#103,A820101356138,40,40,20,6000,2200
84#39#129,11054885,223,319.09,20,6000,2200
5#74#103,11054885,223,319.09,20,6000,2200
14#67#35,11054885,223,319.09,20,6000,2200
76#103#137,11054885,223,319.09,20,6000,2200
145#149#22,11054885,223,319.09,20,6000,2200
61#63#89,11054885,223,319.09,20,6000,2200
103#109#60,11054885,223,319.09,20,6000,2200
125#24#106,11054885,223,319.09,20,6000,2200
107#106#101,11054885,223,319.09,20,6000,2200
37#79#4,11054885,223,319.09,20,6000,2200
59#93#63,11054860,223,319.09,20,6000,2200
7#50#137,11054860,223,319.09,20,6000,2200
132#135#103,11054860,223,319.09,20,6000,2200
112#52#10,11054860,223,319.09,20,6000,2200
126#43#61,11054860,223,319.09,20,6000,2200
94#86#5,11054860,223,319.09,20,6000,2200
9#40#4,11054860,223,319.09,20,6000,2200
63#87#9,11054860,223,319.09,20,6000,2200
26#73#138,11054860,223,319.09,20,6000,2200
55#6#83,11054860,223,319.09,20,6000,2200
41#85#89,TPJ006492056,238,236,20,6000,2200
41#124#92,TPJ006492056,238,236,20,6000,2200
