,part_class,size_length,size_width,plate_thickness,plate_length,plate_widtn
60#151#139,HBC004677891,3097,740,5,6400,1500
65#91#135,HBC004677891,3097,740,5,6400,1500
60#77#26,HBC004677898,3097,740,5,6400,1500
146#20#124,HBC004677898,3097,740,5,6400,1500
