color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
60#151#139,34,66,17,33,0,0,0,0,0,0,0,0,0,0,0,0,"(101.5001220703125, 27.5001220703125)","(0, 0)",0,0,2,0.5997695922851562,933.0601806640625,1973.4906005859375,1841.0,408.0,933.0,1976.0,11413778,0
60#77#26,33,162,16,17,0,0,0,0,0,0,0,0,0,0,0,0,"(-101.5001220703125, -27.5001220703125)","(0, 0)",0,0,2,0.59844970703125,931.9359741210938,1655.5048828125,1841.0,408.0,933.0,1654.0,11413778,1
65#91#135,34,66,17,33,0,0,0,0,0,0,0,0,0,0,0,0,"(101.5001220703125, 27.5001220703125)","(0, 0)",0,0,2,0.59844970703125,933.0592041015625,1234.9691162109375,1841.0,408.0,933.0,1237.5,11413778,0
146#20#124,33,162,16,17,0,0,0,0,0,0,0,0,0,0,0,0,"(-101.5001220703125, -27.5001220703125)","(0, 0)",0,0,2,0.59844970703125,931.9409790039062,917.02587890625,1841.0,408.0,933.0,915.5,11413778,1
82#38#101,34,66,17,33,0,0,0,0,0,0,0,0,0,0,0,0,"(101.5001220703125, 27.5001220703125)","(0, 0)",0,0,2,0.5994338989257812,2779.56005859375,1973.486572265625,1841.0,408.0,2779.5,1976.0,11413778,0
58#94#96,33,162,16,17,0,0,0,0,0,0,0,0,0,0,0,0,"(-101.5001220703125, -27.5001220703125)","(0, 0)",0,0,2,0.59844970703125,2778.435791015625,1655.5050048828125,1841.0,408.0,2779.5,1654.0,11413778,1
118#95#68,0,0,224,3,0,1,0,0,0,0,0,0,0,0,0,0,"(172.5, -74.5)","(0, 0)",0,0,2,-0.0,4251.0,460.5,939.0,537.0,4251.5,461.0,11230819,1
146#8#109,240,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"(-172.5, 74.5)","(0, 0)",0,0,2,-0.0,4251.0,773.5,939.0,537.0,4251.5,774.0,11230819,0
115#143#119,0,0,224,3,0,1,0,0,0,0,0,0,0,0,0,0,"(172.5, -74.5)","(0, 0)",0,0,2,-0.0,2335.0,460.5,939.0,537.0,2335.5,461.0,11230819,1
121#68#135,240,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"(-172.5, 74.5)","(0, 0)",0,0,2,-0.0,2335.0,773.5,939.0,537.0,2335.5,774.0,11230819,0
66#74#47,0,0,224,3,0,1,0,0,0,0,0,0,0,0,0,0,"(172.5, -74.5)","(0, 0)",0,0,2,-0.0,3293.0,460.5,939.0,537.0,3293.5,461.0,11230819,1
27#134#63,240,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"(-172.5, 74.5)","(0, 0)",0,0,2,-0.0,3293.0,773.5,939.0,537.0,3293.5,774.0,11230819,0
