color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
60#151#139,33,162,16,17,0,0,0,0,0,0,0,0,0,0,0,0,"(-111.4998779296875, -27.4998779296875)","(0, 0)",0,0,2,0.5997695922851562,5066.9398193359375,226.5093994140625,1841.0,408.0,5067.0,224.0,11413778,0
60#77#26,34,66,17,33,0,0,0,0,0,0,0,0,0,0,0,0,"(111.4998779296875, 27.4998779296875)","(0, 0)",0,0,2,0.59844970703125,5068.064025878906,544.4951171875,1841.0,408.0,5067.0,546.0,11413778,1
65#91#135,33,162,16,17,0,0,0,0,0,0,0,0,0,0,0,0,"(-111.4998779296875, -27.4998779296875)","(0, 0)",0,0,2,0.59844970703125,5066.9407958984375,965.0308837890625,1841.0,408.0,5067.0,962.5,11413778,0
146#20#124,34,66,17,33,0,0,0,0,0,0,0,0,0,0,0,0,"(111.4998779296875, 27.4998779296875)","(0, 0)",0,0,2,0.59844970703125,5068.059020996094,1282.97412109375,1841.0,408.0,5067.0,1284.5,11413778,1
82#38#101,33,162,16,17,0,0,0,0,0,0,0,0,0,0,0,0,"(-111.4998779296875, -27.4998779296875)","(0, 0)",0,0,2,0.5994338989257812,3220.43994140625,226.513427734375,1841.0,408.0,3220.5,224.0,11413778,0
58#94#96,34,66,17,33,0,0,0,0,0,0,0,0,0,0,0,0,"(111.4998779296875, 27.4998779296875)","(0, 0)",0,0,2,0.59844970703125,3221.564208984375,544.4949951171875,1841.0,408.0,3220.5,546.0,11413778,1
118#95#68,240,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"(-172.5001220703125, 74.49993896484375)","(0, 0)",0,0,2,-0.0,1749.0,1739.5,939.0,537.0,1748.5,1739.0,11230819,1
146#8#109,0,0,224,3,0,1,0,0,0,0,0,0,0,0,0,0,"(172.5001220703125, -74.49993896484375)","(0, 0)",0,0,2,-0.0,1749.0,1426.5,939.0,537.0,1748.5,1426.0,11230819,0
115#143#119,240,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"(-172.5001220703125, 74.49993896484375)","(0, 0)",0,0,2,-0.0,3665.0,1739.5,939.0,537.0,3664.5,1739.0,11230819,1
121#68#135,0,0,224,3,0,1,0,0,0,0,0,0,0,0,0,0,"(172.5001220703125, -74.49993896484375)","(0, 0)",0,0,2,-0.0,3665.0,1426.5,939.0,537.0,3664.5,1426.0,11230819,0
66#74#47,240,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"(-172.5001220703125, 74.49993896484375)","(0, 0)",0,0,2,-0.0,2707.0,1739.5,939.0,537.0,2706.5,1739.0,11230819,1
27#134#63,0,0,224,3,0,1,0,0,0,0,0,0,0,0,0,0,"(172.5001220703125, -74.49993896484375)","(0, 0)",0,0,2,-0.0,2707.0,1426.5,939.0,537.0,2706.5,1426.0,11230819,0
