color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
60#151#139,255,255,255,255,255,15,0,0,0,0,0,0,0,0,0,0,"(0.0, 1.0)","(0, 0)",0,0,2,0.0,1553.499755859375,1123.9998779296875,3096.0,742.0,1554.0,1124.5,HBC004677891,0
65#91#135,255,255,255,255,255,15,0,0,0,0,0,0,0,0,0,0,"(0.0, 1.0)","(0, 0)",0,0,2,0.0,4663.5,1123.9998779296875,3096.0,742.0,4664.0,1124.5,HBC004677891,0
60#77#26,255,255,255,255,255,15,0,0,0,0,0,0,0,0,0,0,"(0.000244140625, 1.000244140625)","(0, 0)",0,0,2,0.0,1553.499755859375,374.99993896484375,3095.99951171875,741.9998779296875,1554.0,375.5,HBC004677898,0
146#20#124,255,255,255,255,255,15,0,0,0,0,0,0,0,0,0,0,"(0.000244140625, 1.000244140625)","(0, 0)",0,0,2,0.0,4663.5,378.99993896484375,3095.99951171875,741.9998779296875,4664.0,379.5,HBC004677898,0
