color_id,left_one,left_two,left_three,left_four,left_five,left_six,left_seven,left_eight,right_one,right_two,right_three,right_four,right_five,right_six,right_seven,right_eight,left_offset,right_offset,left_angleoffset,right_angleoffset,size,angle,center_x,center_y,width,height,bdcenter_x,bdcenter_x,part_class,part_rotation
60#151#139,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-49.5, -122.0)","(0, 0)",0,0,2,-0.0,5330.0,121.0,1318.0,224.0,5329.5,120.5,13094465,0
60#77#26,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(49.5, 122.0)","(0, 0)",0,0,2,-0.0,5330.5,371.0,1318.0,224.0,5330.0,370.5,13094465,1
146#20#124,0,0,15,56,0,0,0,0,0,0,0,0,0,0,0,0,"(-49.5, -122.0)","(0, 0)",0,0,2,-0.0,5330.5,603.0,1318.0,224.0,5330.0,602.5,13094465,0
65#91#135,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-0.4998779296875, 72.0)","(0, 0)",0,0,2,-0.0,5335.0001220703125,249.0001220703125,1047.0,200.0,5334.5,248.5,13529529,0
82#38#101,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-0.4998779296875, 72.0)","(0, 0)",0,0,2,-0.0,5335.0001220703125,732.0,1047.0,200.0,5334.5,731.5,13529529,0
27#134#63,126,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-0.4998779296875, 72.0)","(0, 0)",0,0,2,-0.0,5466.0001220703125,945.0000610351562,1047.0,200.0,5465.5,944.5,13529529,0
58#94#96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(48.6097412109375, 53.7647705078125)","(0, 0)",0,0,2,-0.377768874168396,4233.349853515625,1061.9151611328125,954.92822265625,278.5654296875,4233.5,1063.0,11519035,0
146#8#109,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(48.6097412109375, 53.7647705078125)","(0, 0)",0,0,2,-0.377768874168396,4233.3465576171875,693.39208984375,954.92822265625,278.5654296875,4233.5,694.5,11519035,0
121#68#135,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(48.6097412109375, 53.7647705078125)","(0, 0)",0,0,2,-0.3781844675540924,4231.849365234375,325.9134521484375,954.92822265625,278.5654296875,4232.0,327.0,11519035,0
118#95#68,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 54.242431640625)","(0, 0)",0,0,2,-9.493393898010254,4200.1298828125,889.6069946289062,954.0828857421876,279.4444580078125,4216.0,924.0,11519040,0
115#143#119,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 54.242431640625)","(0, 0)",0,0,2,-9.555520057678223,4200.0384521484375,521.211669921875,954.0828857421876,279.4444580078125,4216.0,556.0,11519040,0
66#74#47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"(-50.8900146484375, 54.242431640625)","(0, 0)",0,0,2,-9.483013153076172,4198.086181640625,153.7373046875,954.0828857421876,279.4444580078125,4214.0,188.5,11519040,0
